GeneID	B73_Z1_1	B73_Z1_2	B73_Z1_3	B73_Z2_1	B73_Z2_2	B73_Z2_3	B73_Z3_1	B73_Z3_2	B73_Z3_3
Zm00001eb301150	29.455059	3.084537	6.021641	42.320396	4.284254	68.692207	4.143332	4.413467	79.641876
Zm00001eb301160	4.711744	1.947862	7.160815	0.000000	221.220139	16.662098	3.685889	14.458863	0.030805
Zm00001eb301170	0.692696	20.762377	13.922647	0.057221	0.000000	4.107906	0.259325	3.483794	6.656363
Zm00001eb301180	0.000000	7.520628	8.527472	26.233326	0.000000	0.109180	17.328346	0.413698	324.371704
Zm00001eb301200	3.801236	6.508484	15.194955	12.226355	0.000000	0.578417	328.698944	0.856390	23.297672
Zm00001eb301210	17.574207	1.870329	9.648859	9.057062	0.000000	1.809680	2.634555	5.427798	19.097780
Zm00001eb301220	0.141148	5.554272	27.875189	3.195209	64.037407	2.331028	0.907478	4.292185	17.434580
Zm00001eb301230	4.208359	5.834245	1.411780	158.051346	5.967764	0.000000	11.208131	70.908493	16.611172
Zm00001eb301240	39.446289	101.643761	9.917061	50.693283	7.750181	3.328745	14.263439	16.479500	4.708488
Zm00001eb301250	2.982295	9.290034	39.204735	13.253978	5.333229	20.970228	26.012568	3.627837	0.144660
Zm00001eb301280	1.261623	4.794501	8.801785	0.018268	124.684143	0.000000	12.587338	0.000000	19.740112
Zm00001eb301300	1.392976	0.000000	19.858265	1.189422	11.559661	2.291734	97.687851	0.000000	7.992978
Zm00001eb301310	7.836082	0.000000	0.716102	93.211655	33.945213	1.793858	0.000000	9.157071	14.157662
Zm00001eb301320	10.188830	5.164033	26.413099	0.000000	6.664780	0.633368	0.000000	346.875977	0.314470
Zm00001eb301330	1.937884	269.444214	80.271584	20.395443	0.000000	4.464907	38.124172	5.449810	0.000000
Zm00001eb301370	0.000000	5.707232	9.631081	42.371975	0.000000	3.328714	17.676802	0.487087	7.178454
Zm00001eb301380	17.859184	0.145096	0.202680	17.171329	7.052837	0.105958	0.198557	10.286056	18.601997
Zm00001eb301410	0.070374	0.469266	0.625090	5.225209	335.785614	0.317868	0.988340	28.996838	16.493200
Zm00001eb301420	42.842930	23.678350	0.517714	0.000000	7.266454	223.469040	3.975390	7.284250	47.424038
Zm00001eb301430	3.701155	8.203794	0.846571	0.000000	0.000000	0.820669	5.503129	15.217527	2.315733
Zm00001eb301440	7.495532	5.054927	2.778810	18.387398	0.322184	4.284162	2.348716	11.641975	0.342431
Zm00001eb301450	25.175816	10.929911	0.752351	0.000000	0.190398	3.050785	7.863233	10.171660	37.152985
Zm00001eb301470	1.086511	9.043982	1.808911	0.000000	59.086884	6.930459	1.846655	92.765816	42.088577
Zm00001eb301480	6.452394	76.868500	32.423599	10.801031	4.318391	0.000000	1.978007	1.603008	44.680271
Zm00001eb301490	0.000000	4.316618	13.790317	0.618491	0.000000	0.000000	1.731446	1.607241	45.161541
Zm00001eb301500	88.956406	4.316618	1.420683	4.612514	0.000000	108.510735	60.678978	1.265268	0.310973
Zm00001eb301510	0.872557	1.224438	0.411002	0.000000	13.932034	59.448715	28.610664	4.243279	12.064948
Zm00001eb301520	39.204018	2.529596	7.838152	4.034160	0.785879	101.381645	0.354408	11.057456	103.834114
Zm00001eb301540	4.099450	26.771978	0.000000	5.379062	3.931229	1.460707	0.000000	46.735172	23.714905
Zm00001eb301580	0.453440	63.319088	154.261581	6.132344	12.424871	0.867913	0.429127	0.000000	1.869335
Zm00001eb301590	147.949387	0.000000	0.620248	38.368389	10.991058	0.754994	0.071314	73.714874	15.221248
Zm00001eb301600	0.000000	189.181213	0.816927	50.106064	96.954483	0.337931	1.165667	3.359872	16.919630
Zm00001eb301620	2.595021	0.700579	7.481305	18.556795	0.000000	0.770936	17.512579	7.101498	1.782228
Zm00001eb301630	2.355270	8.264965	7.424092	164.860931	9.174479	17.390345	6.335079	5.627515	0.000000
Zm00001eb301640	21.742928	4.986142	1.005290	0.056532	1.886394	18.192451	6.254609	90.137787	0.069666
Zm00001eb301680	215.146393	66.122261	2.696213	20.958658	3.733326	10.441644	17.385330	0.979257	9.155954
Zm00001eb301690	0.802297	0.000000	9.784437	0.506729	27.138214	1.632563	1.431835	45.709862	45.276119
Zm00001eb301710	0.215362	0.846532	0.000000	6.422940	52.314228	7.434913	0.091666	15.263224	111.564407
Zm00001eb301720	3.510764	53.791862	56.855030	15.426450	0.000000	44.146961	10.753956	6.416033	109.496056
Zm00001eb301730	6.044633	12.974902	20.965477	0.012144	170.607925	3.167024	2.585886	4.503021	0.000000
Zm00001eb301750	12.003331	20.758738	0.624932	0.607173	1.431779	0.000000	0.000000	2.128048	3.883595
Zm00001eb301780	11.060301	3.577708	0.117925	2.156424	7.700834	0.326881	25.097824	6.178842	8.491468
Zm00001eb301790	0.041058	1.476036	0.576239	25.982521	5.616683	46.590488	0.086760	1.386258	13.573099
Zm00001eb301810	0.118565	0.028899	1.563725	10.855868	1.002306	15.461440	0.000000	12.146527	141.157547
Zm00001eb301840	0.881297	5.706742	3.105052	65.940765	36.747303	0.935772	0.000000	8.448698	29.351555
Zm00001eb301850	0.068298	0.234025	0.023352	13.160902	24.368935	9.841574	0.199691	49.734161	51.233501
Zm00001eb301860	0.121480	7.242537	1.903858	0.000000	8.779447	0.000000	3.994242	0.000000	0.240116
Zm00001eb301870	0.308803	8.768373	14.409100	0.000000	0.669480	0.363201	0.026630	12.282217	10.555836
Zm00001eb301880	0.350622	86.903343	1.846463	0.000000	7.653794	0.218571	0.600593	29.863871	6.563691
Zm00001eb301890	108.963837	0.000000	1.117909	0.161425	8.676395	0.000000	0.025190	194.150146	3.800655
Zm00001eb302140	285.926300	14.351477	0.265064	32.576382	63.813847	14.176210	0.000000	7.329482	0.220670
Zm00001eb302160	5.477158	8.062507	2.968859	12.016119	0.000000	0.462598	1.070263	5.010475	0.505168
Zm00001eb302170	6.152877	175.885818	3.007489	0.146915	12.500773	0.000000	0.000000	83.471123	6.909915
Zm00001eb302180	7.685719	5.953560	0.104068	5.249794	12.009901	12.684714	1.065866	7.966722	178.951538
Zm00001eb302190	13.175052	2.080757	0.108339	12.297595	2.853107	13.698253	0.000000	0.301527	5.639363
Zm00001eb302200	4.870530	72.977516	238.278427	9.494344	0.066384	0.768537	0.000000	0.227338	4.446008
Zm00001eb302210	13.459051	6.073572	0.206511	35.737907	213.906036	0.000000	0.119225	10.916910	1.235137
Zm00001eb302220	0.179375	0.156873	2.548642	4.036062	7.187644	0.000000	0.520963	19.404634	20.192459
Zm00001eb302230	3.980314	0.039398	0.000000	0.000000	9.044379	1.371222	4.386027	91.209549	2.471514
Zm00001eb302240	8.963751	8.275903	0.065804	1.004317	53.460812	4.191665	50.020638	6.215562	144.521439
Zm00001eb302250	152.766998	11.895704	3.490562	1.957290	0.000000	0.000000	0.478153	6.683681	21.628210
Zm00001eb302260	0.000000	103.457268	7.049462	15.066422	9.708778	22.050169	0.054006	8.182747	46.195522
Zm00001eb302270	0.272328	4.729467	0.000000	23.179016	11.647903	4.439669	137.663010	0.019902	8.140862
Zm00001eb302280	16.469019	5.203351	0.000000	7.983489	3.344303	23.093210	9.382941	1.984640	4.603025
Zm00001eb302300	9.294042	7.258368	119.312988	11.302136	113.888817	7.410368	2.737505	2.093770	35.334312
Zm00001eb302310	3.124510	1.414228	76.723648	55.769566	6.568969	0.000000	0.635715	4.755218	0.000000
Zm00001eb302320	13.499454	1.596419	136.701523	0.000000	8.505613	32.219090	0.042483	18.347692	3.418898
Zm00001eb302330	57.455856	5.410837	2.865911	0.000000	1.192470	27.719667	0.019437	18.148283	5.972439
Zm00001eb302340	0.000000	12.036844	0.679267	2.619621	1.630010	17.183798	2.494827	0.086506	1.855572
Zm00001eb302350	0.312629	18.006971	0.757829	5.016219	7.143376	7.140322	19.581633	0.254479	26.255123
Zm00001eb302360	15.519921	0.133337	0.254004	0.000000	0.733393	0.060308	0.000000	4.822785	4.116777
Zm00001eb302370	24.524971	1.892517	0.165739	0.000000	14.031846	28.605089	0.071144	64.119934	3.441325
Zm00001eb302380	0.000000	3.357060	11.383972	0.000000	19.961565	0.000000	2.340661	0.000000	7.032407
Zm00001eb302390	3.163308	65.729485	19.646931	34.119431	0.083481	0.000000	0.415530	1.798273	2.233780
Zm00001eb302400	38.408394	0.000000	15.142577	4.900179	0.406868	23.902130	0.153232	0.063548	9.827514
Zm00001eb302470	32.474342	1.667884	1.507914	0.000000	3.951176	1.816779	0.418917	0.165073	22.599144
Zm00001eb302480	10.825438	0.000000	6.324000	5.713457	82.365646	4.271006	1.184981	0.000000	12.612845
Zm00001eb302520	2.595826	0.003728	56.993172	0.852321	0.437004	40.518677	1.880465	5.476254	11.833302
Zm00001eb302530	0.000000	0.058684	1.997281	5.345150	1.753802	11.847275	0.087583	0.127163	3.112130
Zm00001eb302540	0.000000	4.137067	0.000000	2.998652	0.000000	10.586934	12.784525	68.836929	3.713064
Zm00001eb302550	0.000000	24.101118	0.226236	5.553654	0.079892	45.618549	44.599388	1.427944	3.045962
Zm00001eb302560	39.569374	0.021304	56.751904	8.531875	0.000000	6.778981	17.179438	7.738855	23.133574
Zm00001eb302570	3.033170	7.078694	15.851230	14.946597	4.735072	9.037982	39.447151	13.177564	8.290724
Zm00001eb302580	7.546623	17.075996	1.007237	4.342170	0.084710	16.234514	10.276733	68.526291	29.909779
Zm00001eb302590	0.232248	79.413605	0.088070	0.223983	33.861511	13.126390	2.725470	6.156478	11.822445
Zm00001eb302600	0.268315	2.619456	11.471285	0.000000	0.644174	8.289283	22.044207	10.097408	22.670929
Zm00001eb302610	0.000000	12.641002	0.000000	3.828501	1.586030	21.821541	0.013812	40.444473	21.188286
Zm00001eb302620	4.636892	45.977333	0.193400	11.990838	24.298630	46.029217	15.308147	3.651064	0.741536
Zm00001eb302630	6.799417	4.068715	8.263175	21.679657	3.006747	1.076738	7.369140	27.392593	14.233582
Zm00001eb302640	13.391566	19.768732	0.088036	26.705225	9.173283	17.151873	17.331640	0.409487	4.035420
Zm00001eb302650	3.570525	4.349144	0.000000	0.081127	19.117916	1.326300	0.062642	1.050799	0.233573
Zm00001eb302660	6.040771	1.199426	0.000000	1.819788	70.458015	3.009330	6.614681	1.159029	4.726527
Zm00001eb302670	5.352713	0.814694	0.000000	1.024530	3.227389	5.683489	16.790958	0.559324	0.725250
Zm00001eb302680	52.041832	1.945977	11.541839	2.308119	14.591327	31.027292	0.802684	1.748841	0.000000
Zm00001eb302690	0.827641	0.107866	13.028162	0.000000	57.510174	3.623292	0.000000	7.749685	9.064903
Zm00001eb302700	24.110548	9.784309	0.961777	8.607077	5.300554	4.985678	0.000000	5.191921	4.310797
Zm00001eb302760	82.261940	3.187324	0.000000	5.823897	3.269011	27.431696	388.286133	41.190666	13.097109
Zm00001eb302790	0.062243	48.559231	0.123451	1.696823	0.246099	13.222811	3.837681	0.000000	5.133716
Zm00001eb302800	4.769215	0.000000	1.284982	0.732830	9.823372	0.897688	6.002124	1.650151	0.533287
Zm00001eb302810	20.052896	0.019639	5.841035	0.183625	0.150943	0.909632	0.000000	517.003296	0.181031
Zm00001eb302820	0.312379	11.962064	0.000000	0.000000	19.868538	6.630641	175.761795	9.347710	25.963705
Zm00001eb302830	4.190023	11.270405	17.676210	6.270399	0.000000	16.281990	18.099680	13.711153	0.063116
Zm00001eb302840	0.000000	18.569231	6.080711	11.480000	0.202444	0.905806	5.243940	8.361989	1.091443
Zm00001eb302850	2.559446	2.673613	22.355156	6.220586	51.320023	7.092376	33.987656	137.719101	26.786049
Zm00001eb302860	2.513388	161.581207	8.460951	45.392746	11.791659	0.000000	1.380468	37.041229	29.793287
Zm00001eb302870	2.883407	25.427273	0.000000	7.425752	16.308201	0.118740	38.775486	23.379246	5.185355
Zm00001eb302880	3.505022	15.569449	40.411701	50.094582	4.712033	4.663937	0.008297	0.112100	101.117836
Zm00001eb302890	0.031982	0.084344	25.499598	0.000000	126.242340	0.084607	0.028528	9.206201	0.586824
Zm00001eb302900	4.673021	1.375265	19.801565	2.550699	1.570252	49.629299	6.709264	146.276260	17.097244
Zm00001eb302910	36.876633	129.408951	6.420722	0.000000	4.023112	3.005030	0.329294	0.000000	3.934420
Zm00001eb302930	19.427248	0.000000	0.031794	36.814941	20.837740	3.022510	0.265398	109.845505	9.037683
Zm00001eb302940	16.409025	23.775816	27.161980	114.919014	11.338641	0.317963	0.300878	53.060936	32.341614
Zm00001eb302950	30.212797	41.565308	0.000000	35.784073	0.116538	0.000000	1.178201	35.490849	7.905496
Zm00001eb302980	4.576209	8.665387	0.000000	56.452061	1.942590	0.000000	0.031361	1.927260	19.602600
Zm00001eb303010	54.370956	6.268390	22.344645	8.960541	155.084320	0.000000	0.081167	0.000000	8.714946
Zm00001eb303020	0.000000	0.000000	1.664105	0.620452	0.000000	14.244643	0.000000	0.000000	38.228779
Zm00001eb303030	345.984772	0.000000	4.183640	26.401899	56.307835	0.085141	17.209545	19.659803	2.147417
Zm00001eb303040	18.356384	22.026955	39.135910	1.174763	39.792694	12.532184	8.513947	0.051864	11.924279
Zm00001eb303050	0.000000	0.000000	13.346168	13.961570	12.258692	0.867611	7.776289	0.000000	52.682068
Zm00001eb303060	20.142328	0.000000	7.816326	4.350454	6.132034	7.668626	0.241099	14.711165	9.645640
Zm00001eb303080	63.828701	7.385355	43.278275	4.099861	0.000000	5.906334	5.535072	0.228732	27.170158
Zm00001eb303090	5.949872	1.031432	6.141273	9.467232	0.000000	3.422861	0.753288	7.201084	0.900596
Zm00001eb303100	0.000000	2.952642	9.232979	3.042819	21.241936	0.000000	0.186443	5.241871	16.703255
Zm00001eb303110	137.416229	0.000000	13.287814	21.404835	0.055064	36.149593	9.736136	4.612155	127.265106
Zm00001eb303120	22.883703	5.868053	16.117847	19.052097	0.000000	1.961813	7.439582	5.006650	3.687411
Zm00001eb303190	17.732319	7.656515	5.453135	0.564316	0.000000	9.833906	17.389294	21.694798	0.000000
Zm00001eb303200	15.581594	4.814885	0.818325	4.364790	12.830770	1.413273	8.229618	60.454376	1.111848
Zm00001eb303210	0.390106	66.399925	0.000000	10.380999	0.019739	0.069522	1.117081	78.051346	1.620888
Zm00001eb303220	6.597053	50.358440	50.432827	0.616608	7.735823	0.000000	11.475342	67.276344	0.666746
Zm00001eb303240	4.125690	13.957201	0.833816	9.909681	0.075784	0.000000	23.266972	0.386383	2.374394
Zm00001eb303250	0.032737	147.378601	10.777032	4.091479	0.000000	0.426515	0.664048	19.140152	0.740912
Zm00001eb303280	25.456009	0.064866	1.168640	69.510651	6.333342	1.672331	0.157316	0.238701	1.508968
Zm00001eb303290	23.629290	20.639229	3.385361	11.873503	8.156064	23.616137	14.263474	6.295431	33.669281
Zm00001eb303350	4.096510	0.432505	5.389018	123.548172	6.444369	13.218952	36.881310	7.290094	17.338825
Zm00001eb303360	9.165683	8.570476	26.073812	0.268166	47.527489	24.068163	0.095278	0.000000	2.638182
Zm00001eb303370	6.750082	11.951929	3.190274	9.837822	50.994644	0.000000	51.627136	0.000000	1.125563
Zm00001eb303380	7.924216	0.000000	5.832287	149.186584	43.707771	2.083695	0.694404	2.228864	10.381961
Zm00001eb303400	0.972723	1.799553	29.882502	29.422224	213.131470	1.325079	5.614522	2.645787	0.000000
Zm00001eb303410	0.317916	20.184921	9.980225	9.939778	0.325191	2.105624	0.000000	34.882496	116.159096
Zm00001eb303420	130.965225	10.997099	0.695745	3.050046	29.325905	4.657917	6.774757	18.769779	0.591493
Zm00001eb303450	0.122966	93.204948	0.659071	2.312952	0.690001	5.488445	22.630491	39.918430	2.792973
Zm00001eb303470	0.043753	13.024913	10.003113	4.829970	12.123690	27.951931	6.034253	9.362085	11.671458
Zm00001eb303480	1.854813	0.041337	11.818076	6.701469	2.518382	0.873151	96.855408	0.342682	12.551261
Zm00001eb303490	0.000000	0.000000	0.564371	12.850698	20.482737	6.827698	2.329047	0.000000	0.035518
Zm00001eb303500	301.498688	0.000000	8.007328	14.026866	10.487892	87.151207	2.525223	0.000000	1.774220
Zm00001eb303530	3.427711	0.177411	0.000649	9.947677	64.642853	0.020800	5.189930	0.390113	2.463876
Zm00001eb303540	2.772923	14.685005	0.054251	0.184028	11.518626	6.365248	9.605380	6.931491	9.525459
Zm00001eb303580	2.079444	9.890639	4.785680	4.866441	0.151897	0.012644	0.000000	9.234814	0.000000
Zm00001eb303610	0.224681	0.443937	0.000000	6.057278	0.000000	18.065941	21.354170	0.055739	52.571564
Zm00001eb303620	16.229782	6.979043	44.584351	12.900121	0.000000	7.126507	25.936493	7.281139	15.052980
Zm00001eb303630	6.499081	18.797989	2.265728	62.367558	0.345653	2.239971	2.070176	9.165132	1.141798
Zm00001eb303670	0.000000	4.530725	3.357953	1.654253	29.328136	0.797674	9.351433	3.699616	0.095344
Zm00001eb303680	6.457963	28.353558	0.434562	0.570983	11.595860	24.846712	21.352509	45.749760	0.303619
Zm00001eb303690	65.773422	3.326887	0.785986	38.807156	0.221346	197.641602	0.068593	4.374939	0.593246
Zm00001eb303700	1.708903	0.000000	14.851864	57.890953	8.437969	4.138718	0.767033	0.000000	3.042880
Zm00001eb303710	2.064785	7.012924	0.073729	50.699436	17.628426	2.720727	23.560556	0.403364	0.066678
Zm00001eb303720	94.513390	2.093440	8.679751	32.818859	12.255551	9.400197	39.492828	1.261971	2.115426
Zm00001eb303730	0.593992	23.886961	2.336227	0.224410	0.000000	9.031638	10.502658	19.967373	26.347008
Zm00001eb303740	449.349884	29.951254	9.739037	14.661231	1.425691	19.898582	0.748856	37.522999	0.184476
Zm00001eb303750	14.368907	7.591431	0.024677	23.151335	48.664421	16.982780	11.660704	8.803470	2.279012
Zm00001eb303760	0.073243	13.585539	6.242282	24.134705	5.105372	36.120144	12.237604	12.353208	1.746406
Zm00001eb303770	6.484771	41.281666	4.542381	4.887210	6.198253	0.000000	0.095442	57.038986	0.000000
Zm00001eb303780	0.693924	0.706855	0.000000	3.731867	31.445793	0.000000	0.757152	0.927653	0.000000
Zm00001eb303790	18.949718	4.319022	38.731491	10.223121	4.701725	50.558517	0.000000	1.793949	0.000000
Zm00001eb303800	28.021797	0.000000	1.668058	0.670790	0.000000	11.905440	15.373755	31.246243	1.305763
Zm00001eb303810	8.686348	0.000000	7.717323	0.000000	0.550790	0.000000	0.867088	8.953186	3.407367
Zm00001eb303820	0.000000	0.000000	1.505232	0.103653	3.195641	0.809663	1.586550	0.000000	4.319014
Zm00001eb303830	30.987305	27.781837	0.121612	9.364153	19.592051	4.389613	8.281644	18.966072	0.162886
Zm00001eb303850	8.926525	10.050323	0.000000	23.673988	26.044615	2.861567	0.000000	8.960292	0.306918
Zm00001eb303910	18.085649	0.000000	0.000000	97.449883	8.723240	2.865326	0.263185	6.783926	161.093033
Zm00001eb303920	0.113279	6.106848	0.000000	106.764771	0.000000	17.603271	0.514005	2.605798	0.490757
Zm00001eb303930	3.038579	1.492156	1.217716	0.000000	0.000000	14.660515	2.850846	12.193448	5.733644
Zm00001eb303940	0.523584	5.857988	22.497704	0.373752	23.512081	0.890152	2.297910	5.223219	0.000000
Zm00001eb303950	6.806711	2.810592	10.561483	10.625953	8.376331	3.342309	0.000000	20.420450	0.306703
Zm00001eb303990	5.562661	4.922531	27.866858	17.607777	0.000000	66.558350	24.079742	8.390953	1.601479
Zm00001eb304010	0.862513	15.231821	0.000000	55.366959	0.050868	9.976926	13.256717	3.994614	10.119565
Zm00001eb304040	7.103733	17.076178	2.097663	550.153320	8.100945	0.095388	0.419822	0.477867	0.000000
Zm00001eb304050	1.667721	2.726402	0.646072	111.631226	2.748814	0.384369	3.655623	5.203850	0.033891
Zm00001eb304060	0.122589	4.301137	6.953615	34.454365	5.696512	0.000000	10.039301	17.212233	137.325882
Zm00001eb304070	23.281094	0.230763	4.054664	0.031157	3.583191	0.680221	32.682293	15.339885	63.195431
Zm00001eb304080	80.802948	4.180224	6.005442	20.594709	7.803557	1.181497	42.448940	32.207756	107.644180
Zm00001eb304090	19.591749	12.929801	31.147598	6.248005	7.954883	21.590200	1.688512	0.112058	7.181569
Zm00001eb304110	21.928354	23.187063	1.518842	3.215008	1.091495	4.620665	6.116904	2.311576	1.282098
Zm00001eb304130	1.488211	38.093258	6.688800	0.000000	0.872204	5.112187	7.260008	0.669127	0.530438
Zm00001eb304160	4.642974	0.067475	63.805511	0.081953	0.148912	17.535870	17.092775	0.000000	0.687355
Zm00001eb304170	0.561461	1.250287	0.090292	1.339344	3.898387	1.010638	39.532478	0.000000	2.548052
Zm00001eb304180	0.313206	0.620183	6.870815	5.242264	0.218219	0.000000	1.625508	4.147898	13.916661
Zm00001eb304250	29.652718	0.000000	0.206824	73.271194	0.000000	0.062958	0.445358	0.000000	19.705549
Zm00001eb304260	175.262344	0.000000	16.809713	5.833824	0.423244	10.854087	15.708343	14.055288	32.697464
Zm00001eb304280	3.164625	3.470865	0.052232	0.148926	0.419065	2.767296	0.078674	4.926773	1.728192
Zm00001eb304290	118.343155	5.148880	23.447210	6.734117	9.778450	0.000000	1.066643	0.687758	6.039843
Zm00001eb304310	43.958130	4.854825	2.739430	17.513456	7.166087	0.000000	28.468168	0.000000	67.873108
Zm00001eb304320	3.304171	1.433092	1.681917	1.715178	1.654836	17.602020	77.503761	0.103972	0.828938
Zm00001eb304330	1.672305	0.019947	34.053123	96.581535	16.671148	0.052080	172.306610	0.475949	0.000000
Zm00001eb304360	0.095826	0.130331	197.921967	35.850578	2.707345	0.000000	14.266575	0.472904	0.480144
Zm00001eb304410	0.492515	0.183923	3.212711	36.506348	3.418711	0.000000	2.858091	6.710299	71.177780
Zm00001eb304420	0.599250	6.816650	3.550857	10.576496	0.116036	0.280292	1.933475	6.199578	21.082979
Zm00001eb304430	15.766099	11.415008	4.944760	2.489682	5.024634	4.206184	143.448288	5.829221	1.830065
Zm00001eb304470	0.066588	6.866546	7.850632	40.383789	13.784798	0.025312	21.418312	68.017548	0.131125
Zm00001eb304480	6.198079	36.706455	17.428043	0.000000	17.833773	0.002817	4.827544	5.813900	13.040748
Zm00001eb304490	0.000000	10.507477	21.793806	7.636432	37.745598	0.130804	0.184414	68.653061	0.000000
Zm00001eb304500	1.977598	56.237339	49.321865	4.321034	0.028846	0.249224	33.058197	0.000000	5.912759
Zm00001eb304510	22.842733	0.000000	0.000000	1.500925	5.907623	0.069550	7.496300	0.000000	0.039985
Zm00001eb304520	32.947037	0.000000	0.000000	20.760042	7.824063	0.082213	13.142375	2.663733	0.051516
Zm00001eb304530	3.576481	2.601404	49.494926	7.718908	12.963073	4.002719	268.811890	0.000000	0.308936
Zm00001eb304540	66.954887	0.000000	9.381586	0.040702	5.021544	0.241934	27.058630	41.013771	0.105221
Zm00001eb304550	4.798537	0.000000	0.036144	0.388413	48.753445	0.753597	10.096638	128.514465	11.879938
Zm00001eb304560	265.989227	29.029503	0.649053	3.615542	0.000000	0.110402	4.571957	50.763039	0.023684
Zm00001eb304570	0.000000	123.517654	4.366983	11.721334	3.015993	0.000000	6.281742	11.807163	0.000000
Zm00001eb304580	33.576721	36.144531	2.396823	19.318167	47.092094	0.063181	47.398846	13.411283	0.000000
Zm00001eb304590	2.549277	10.064785	5.434181	15.718920	3.180425	0.000000	2.175362	25.766064	13.674713
Zm00001eb304600	1.504446	7.321352	17.431742	7.157190	9.281850	3.921230	1.808242	1.046861	6.509223
Zm00001eb304610	19.294039	0.000000	11.047063	4.922853	0.980328	32.487602	0.921296	18.024820	0.856487
Zm00001eb304620	2.540569	20.494135	1.368947	4.245533	12.903026	0.000000	0.139739	5.158868	0.000000
Zm00001eb304630	1.636874	0.828614	3.735200	1.878183	25.430683	1.647570	9.595978	0.930475	0.000000
Zm00001eb304670	0.021543	14.142317	111.488586	20.905357	5.262695	71.052444	28.136534	13.469439	1.521440
Zm00001eb304680	3.948312	4.875326	10.586076	5.832645	8.931026	10.803959	12.291445	4.806075	5.752113
Zm00001eb304700	0.000000	5.243129	0.026017	35.177505	0.509038	6.373580	6.426448	20.011530	0.000000
Zm00001eb304710	0.727237	6.354836	0.381961	12.192624	36.031784	1.630102	0.000000	18.041718	23.718987
Zm00001eb304720	0.048887	2.367999	0.023512	19.568571	101.843483	5.147093	6.382329	1.088074	1.829069
Zm00001eb304730	0.078438	23.612051	0.000000	7.591133	29.957842	0.000000	12.296375	5.117279	23.030712
Zm00001eb304740	2.513518	18.876778	1.631803	0.790041	13.506458	0.209089	0.000000	14.932991	7.154368
Zm00001eb304750	11.245790	1.017390	0.112832	10.058311	7.558646	1.834163	9.108335	0.818523	0.053884
Zm00001eb304770	7.375866	5.650409	1.989094	1.982288	0.290418	0.346575	37.816364	22.893244	41.305710
Zm00001eb304780	0.782890	8.417646	21.113153	0.068716	18.640284	0.659207	4.704247	0.000000	33.384586
Zm00001eb304790	0.000000	0.520894	7.427537	3.730786	1.409040	0.046027	0.040108	5.497296	16.275488
Zm00001eb304830	0.622059	17.831717	4.265686	0.096616	14.421685	0.264450	1.334524	48.497166	6.605738
Zm00001eb304840	0.000080	0.013284	16.167061	0.072795	5.556471	0.755889	1.665058	4.341398	0.000000
Zm00001eb304860	0.280645	4.756094	0.893852	12.415993	5.349607	0.000000	1.755262	114.507858	27.368240
Zm00001eb304870	1.063257	38.089367	8.506082	3.845480	22.363293	0.409097	17.302469	0.051856	31.696823
Zm00001eb304880	0.000000	6.453642	2.566960	10.727585	0.000000	8.657681	12.619866	9.369969	2.492498
Zm00001eb304890	370.765503	44.440159	0.000000	0.000000	4.835973	14.714537	1.652025	331.550873	5.509775
Zm00001eb304900	0.000000	1.156512	0.000000	3.721892	0.383198	14.342103	36.162273	30.453852	34.707199
Zm00001eb304910	0.023608	6.836481	17.572298	0.456594	6.393421	7.440391	120.130188	6.996916	12.765318
Zm00001eb304920	1.060110	130.086563	0.000000	0.458829	42.928089	8.356083	3.113990	3.074569	10.759921
Zm00001eb304930	3.309186	37.185310	0.055187	28.426003	7.092085	0.000000	15.812198	2.267322	44.259121
Zm00001eb304950	0.234716	8.090108	0.000000	0.120330	67.773796	0.231192	14.565844	5.643500	9.119942
Zm00001eb304970	0.602569	3.733820	0.248890	2.072359	0.046901	24.543911	2.140614	0.083623	10.963647
Zm00001eb304980	0.119847	2.268712	7.479725	19.674278	7.603121	0.051616	4.897732	14.692030	17.272713
Zm00001eb304990	7.206452	3.891241	0.062912	33.231693	178.950089	10.617131	0.000000	4.890481	14.356552
Zm00001eb305000	0.000000	17.937263	0.078486	0.024692	23.802155	12.424915	21.915442	8.478122	6.872192
Zm00001eb305010	2.317778	16.314844	0.120679	5.736154	10.826879	8.180550	0.000000	0.319733	0.886942
Zm00001eb305060	0.185720	14.774219	0.890980	88.460403	6.059265	0.357982	60.158596	6.819707	51.084641
Zm00001eb305070	0.156067	28.727766	0.086405	0.071424	6.100502	1.610336	8.585555	14.906501	0.863330
Zm00001eb305120	1.263702	0.333740	0.046352	7.515392	4.721941	0.000000	0.077697	20.110571	34.995136
Zm00001eb305170	0.714285	6.468549	3.728030	2.419320	1.718427	0.000000	1.062459	34.307194	0.755607
Zm00001eb305180	2.353237	9.710697	0.362308	10.071586	19.173050	405.569794	205.272736	1.951356	2.304003
Zm00001eb305190	0.382451	15.966727	1.190043	19.786758	15.927258	1.411806	0.000000	0.295886	6.693989
Zm00001eb305200	0.061420	85.186646	0.000000	8.998188	12.409892	2.777536	3.867229	50.789532	27.913740
Zm00001eb305230	0.200366	1.478190	0.000000	16.737354	9.574748	0.083818	5.933228	72.193268	3.564147
Zm00001eb305250	5.260316	0.260931	0.341566	5.999160	18.165743	64.355202	71.290970	50.023785	8.893919
Zm00001eb305260	0.000000	51.487755	0.070215	25.295940	72.153992	12.220811	369.933929	35.960720	27.572098
